Date,BCI,BCIp,BCIg
15/06/2017,222.2,94.6,16.5
22/06/2017,222.1,94.0,16.1
29/06/2017,222.8,99.0,15.8
06/07/2017,223.0,100.0,15.6
13/07/2017,223.6,100.0,15.5
20/07/2017,224.1,100.0,15.6
27/07/2017,224.3,100.0,15.6
03/08/2017,224.3,100.0,15.6
10/08/2017,224.7,100.0,15.5
17/08/2017,224.6,99.3,15.3
24/08/2017,224.4,97.6,14.9
31/08/2017,223.3,89.9,14.3
07/09/2017,222.9,86.7,13.6
14/09/2017,222.8,85.5,12.8
21/09/2017,222.3,82.2,12.1
28/09/2017,222.9,86.7,11.7
05/10/2017,223.7,92.3,11.6
12/10/2017,224.3,97.0,11.7
19/10/2017,224.6,99.7,12.0
26/10/2017,226.6,100.0,12.5
02/11/2017,227.9,100.0,13.2
09/11/2017,228.7,100.0,13.9
16/11/2017,229.1,100.0,14.6
23/11/2017,229.6,100.0,14.9
30/11/2017,230.2,100.0,15.1
07/12/2017,230.6,100.0,15.1
14/12/2017,231.6,100.0,15.3
21/12/2017,231.8,100.0,15.5
28/12/2017,234.0,100.0,16.0
04/01/2018,235.5,100.0,16.8
11/01/2018,237.8,100.0,17.8
18/01/2018,238.4,100.0,18.9
25/01/2018,238.0,97.8,19.4
01/02/2018,237.6,94.8,19.4
08/02/2018,236.3,85.3,18.6
15/02/2018,235.2,77.5,17.4
22/02/2018,236.5,86.6,16.6
01/03/2018,235.8,81.8,15.7
08/03/2018,235.2,78.0,15.1
15/03/2018,235.9,82.5,14.9
22/03/2018,235.8,81.9,14.4
29/03/2018,235.6,80.4,14.0
05/04/2018,236.3,85.7,13.9
12/04/2018,236.6,87.5,13.7
19/04/2018,236.9,90.0,13.7
26/04/2018,237.9,97.0,13.8
03/05/2018,239.2,100.0,14.2
10/05/2018,240.0,100.0,14.6
17/05/2018,241.7,100.0,15.3
24/05/2018,242.2,100.0,16.0
31/05/2018,242.0,98.6,16.3
07/06/2018,242.2,99.6,16.4
14/06/2018,243.2,100.0,16.4
21/06/2018,243.0,99.1,16.2
28/06/2018,243.5,100.0,16.2
05/07/2018,243.4,99.8,16.1
12/07/2018,244.4,100.0,16.0
19/07/2018,244.8,100.0,16.0
26/07/2018,243.7,92.7,15.7
02/08/2018,243.3,89.9,15.3
09/08/2018,243.0,87.7,14.6
16/08/2018,243.0,87.6,13.9
23/08/2018,243.1,88.6,13.4
30/08/2018,244.0,94.5,13.3
06/09/2018,244.3,96.8,13.2
13/09/2018,244.5,97.9,13.2
20/09/2018,245.5,100.0,13.4
27/09/2018,245.8,100.0,13.4
04/10/2018,246.1,100.0,13.4
11/10/2018,245.8,97.9,13.3
18/10/2018,244.9,91.7,12.8
25/10/2018,244.6,89.7,12.2
01/11/2018,244.2,86.9,11.4
08/11/2018,245.4,95.3,11.0
15/11/2018,245.5,95.4,10.8
22/11/2018,244.6,89.8,10.6
29/11/2018,242.9,78.0,10.0
06/12/2018,243.8,84.3,9.4
13/12/2018,243.0,78.5,8.7
20/12/2018,241.3,66.7,7.8
27/12/2018,240.9,64.1,7.2
03/01/2019,242.5,75.0,6.7
10/01/2019,244.0,85.5,6.8
17/01/2019,245.1,93.2,7.5
24/01/2019,246.0,99.1,8.4
31/01/2019,244.9,91.7,8.8
07/02/2019,245.4,94.9,9.0
14/02/2019,245.0,92.1,8.8
21/02/2019,245.6,96.2,8.6
28/02/2019,246.8,100.0,8.9
07/03/2019,247.6,100.0,9.2
14/03/2019,247.9,100.0,9.6
21/03/2019,248.7,100.0,10.0
28/03/2019,249.9,100.0,10.5
04/04/2019,251.2,100.0,11.0
11/04/2019,252.5,100.0,11.8
18/04/2019,253.7,100.0,12.6
25/04/2019,255.2,100.0,13.4
02/05/2019,255.8,100.0,14.1
09/05/2019,255.7,99.7,14.5
16/05/2019,255.2,96.4,14.5
23/05/2019,254.5,91.9,14.1
30/05/2019,253.7,86.4,13.4
06/06/2019,252.7,80.1,12.6
13/06/2019,253.4,84.6,12.0
20/06/2019,254.1,88.8,11.8
27/06/2019,252.9,81.3,11.4
04/07/2019,252.3,76.9,11.2
11/07/2019,251.7,73.3,10.7
18/07/2019,251.8,74.0,10.1
25/07/2019,251.8,74.0,9.7
01/08/2019,253.5,85.0,9.8
08/08/2019,253.3,83.5,10.0
15/08/2019,253.3,83.7,10.2
22/08/2019,253.9,87.5,10.4
29/08/2019,252.2,76.8,10.0
05/09/2019,252.1,76.2,9.6
12/09/2019,252.5,78.7,9.3
19/09/2019,252.7,80.0,9.0
26/09/2019,253.4,84.2,9.1
03/10/2019,253.4,84.5,9.2
10/10/2019,252.9,81.2,9.2
17/10/2019,253.5,85.3,9.2
24/10/2019,253.8,87.3,9.2
31/10/2019,254.7,92.8,9.3
07/11/2019,255.4,97.3,9.7
14/11/2019,256.0,100.0,10.0
21/11/2019,256.4,100.0,10.4
28/11/2019,257.0,100.0,10.6
05/12/2019,256.7,98.6,10.7
12/12/2019,256.8,99.0,10.7
19/12/2019,256.9,99.9,10.6
26/12/2019,257.3,100.0,10.5
02/01/2020,257.3,100.0,10.4
09/01/2020,256.6,95.0,10.1
16/01/2020,256.7,95.9,9.8
23/01/2020,257.5,100.0,9.6
30/01/2020,258.6,100.0,9.7
06/02/2020,258.5,99.8,9.9
13/02/2020,260.4,100.0,10.4
20/02/2020,260.7,100.0,10.8
27/02/2020,260.3,97.6,11.0
05/03/2020,258.1,83.2,10.7
12/03/2020,256.7,73.9,9.7
19/03/2020,253.3,52.1,8.1
26/03/2020,249.6,28.3,5.9
04/03/2021,197.9,100.0,17.5
11/03/2021,200.0,100.0,20.7
18/03/2021,202.2,100.0,24.1
25/03/2021,204.2,100.0,27.7
01/04/2021,204.3,100.0,31.0
08/04/2021,205.3,100.0,33.9
15/04/2021,205.8,100.0,36.1
22/04/2021,206.5,100.0,37.6
29/04/2021,207.4,100.0,38.8
06/05/2021,207.8,100.0,39.2
13/05/2021,208.3,100.0,39.0
20/05/2021,207.8,95.9,37.9
27/05/2021,207.9,96.7,36.2
03/06/2021,206.9,88.6,34.0
10/06/2021,208.3,99.7,32.4
17/06/2021,209.0,100.0,31.3
24/06/2021,209.9,100.0,30.8
01/07/2021,209.8,99.4,30.6
08/07/2021,210.7,100.0,30.2
15/07/2021,212.2,100.0,30.1
22/07/2021,212.7,100.0,29.8
29/07/2021,213.6,100.0,29.8
05/08/2021,216.3,100.0,30.3
12/08/2021,218.9,100.0,31.1
19/08/2021,220.5,100.0,32.2
26/08/2021,221.0,100.0,33.2
02/09/2021,222.9,100.0,33.9
