date,rec_prob
2021-09-30,0.1858955783112313
2021-10-31,0.16622903937957006
2021-11-30,0.1523902708348232
2021-12-31,0.14361551937837355
2022-01-31,0.12189087844978938
2022-02-28,0.09591140053562236
2022-03-31,0.06261639702738196
2022-04-30,0.05954749330801533
2022-05-31,0.061061520029662336
2022-06-30,0.07080989658997064
2022-07-31,0.09064945648690226
2022-08-31,0.09485350232993918
